Total de equipos en la BD: 2404

Stints  País                  Nombre
     1  Desconocido           Jong Utrecht
     1  Desconocido           Jersey Express
     1  Desconocido           SV Meppen
     1  Desconocido           Metropolitano
     1  Desconocido           Santo André
     1  Desconocido           Randers
     1  Desconocido           SKN St. Pölten
     1  Desconocido           IFK Värnamo
     1  Desconocido           Hoffenheim II
     1  Desconocido           Panathinaikos B
     1  Desconocido           Willem II Tilburg
     1  Desconocido           JFV Bad Hersfeld                            | caps1 =  30 | goals1 = 9
     1  Desconocido           SV Steinbach                                | caps2 =  31 | goals2 = 22
     1  Desconocido           Kaiserslautern II
     1  Desconocido           Doxa Katokopias
     1  Desconocido           BB Erzurumspor
     1  Desconocido           Akhisarspor
     1  Desconocido           Sreenidi Deccan
     1  Desconocido           1. FSV Mainz 05
     1  Desconocido           Naftaš Ivanić
     1  Desconocido           Atlantas
     1  Desconocido           Uskok
     1  Desconocido           Jadran KS
     1  Desconocido           SC Verl II
     1  Desconocido           TSV Sasel
     1  Desconocido           FC Stadlau
     1  Desconocido           Ried
     1  Desconocido           Fremad Amager
     1  Desconocido           Dinamo-2 Tbilisi
     1  Desconocido           Samtredia
     1  Desconocido           Mezőkövesd
     1  Desconocido           Dubrava
     1  Desconocido           MTK Budapest
     1  Desconocido           Chievo Verona
     1  Desconocido           Royal Antwerp II
     1  Desconocido           Paniliakos
     1  Desconocido           Brussels
     1  Desconocido           Silkeborg IF
     1  Desconocido           Falkenbergs FF
     1  Desconocido           IK Sirius
     1  Desconocido           SV Mattersburg II
     1  Desconocido           Karmiotissa
     1  Desconocido           Chania
     1  Desconocido           Aves
     1  Desconocido           Frankston Pines
     1  Desconocido           Piast Gliwice
     1  Desconocido           Kyoto Sanga
     1  Desconocido           Jönköpings Södra IF
     1  Desconocido           Clevedon Town
     1  Desconocido           Hungerford Town
     1  Desconocido           Helmond Sport
     1  Desconocido           Melbourne City NPL
     1  Desconocido           Sandecja Nowy Sącz
     1  Desconocido           Varaždin
     1  Desconocido           Arenas Club de Getxo
     1  Desconocido           Club Deportivo Euzkadi
     1  Desconocido           Real Club España
     1  Desconocido           Triglav Kranj
     1  Desconocido           Rukh Lviv
     1  Desconocido           Celje
     1  Desconocido           FC Homburg
     1  Desconocido           Maribor
     1  Desconocido           Sasco Tbilisi
     1  Desconocido           Dila Gori
     1  Desconocido           SG Wattenscheid 09
     1  Desconocido           Fortuna Köln
     1  Desconocido           RWDM
     1  Desconocido           VfB Eppingen
     1  Desconocido           VfB Eppingen II
     1  Desconocido           VfR Garching
     1  Desconocido           Dornbirn 1913
     1  Desconocido           Dinamo
     1  Desconocido           Ilisiakos
     1  Desconocido           Skënderbeu
     1  Desconocido           Kukësi
     1  Desconocido           Wormatia Worms
     1  Desconocido           FSV 08 Bissingen
     1  Desconocido           FSV Hollenbach
     1  Desconocido           SV Wehen Wiesbaden II
     1  Desconocido           VfR Aalen
     1  Desconocido           Racing CH
     1  Desconocido           Club Sportif Saint-Louis
     1  Desconocido           Paris FC B
     1  Desconocido           Amiens B
     1  Desconocido           US Quevilly
     1  Desconocido           FC Mantois
     1  Desconocido           Agen
     1  Desconocido           Marmande
     1  Desconocido           Le Puy
     1  Desconocido           Sète
     1  Desconocido           Al-Fateh
     1  Desconocido           Altınordu
     1  Desconocido           Eyüpspor
     1  Desconocido           Ümraniyespor
     1  Desconocido           Wuhan Zall
     1  Desconocido           Gent II
     1  Desconocido           Dakar UC
     1  Desconocido           Elazığspor
     1  Desconocido           Riga
     1  Desconocido           Vysočina Jihlava
     1  Desconocido           České Budějovice
     1  Desconocido           North Texas SC
     1  Desconocido           FUS Rabat
     1  Desconocido           Miami Dade FC
     1  Desconocido           Botev Plovdiv II
     1  Desconocido           Botev Plovdiv
     1  Desconocido           Londrina
     1  Desconocido           Niort
     1  Desconocido           Aurillac Arpajon
     1  Desconocido           Nîmes B
     1  Desconocido           River
     1  Desconocido           Alanyaspor
     1  Desconocido           AS Cherbourg
     1  Desconocido           Shkupi
     1  Desconocido           Nantes II
     1  Desconocido           Zamalek
     1  Desconocido           El Dakhleya
     1  Desconocido           Tanta
     1  Desconocido           El Gaish
     1  Desconocido           Smouha
     1  Desconocido           Future
     1  Desconocido           ASPV Strasbourg
     1  Desconocido           Chantilly
     1  Desconocido           Vannes
     1  Desconocido           Ergotelis
     1  Desconocido           JMG Academy
     1  Desconocido           CO de Bamako
     1  Desconocido           Real Bamako
     1  Desconocido           Fakel Chervonograd
     1  Desconocido           Barito Putera
     1  Desconocido           Onez Createur
     1  Desconocido           Persija Jakarta
     1  Desconocido           Aigle Noir
     1  Desconocido           Yeni Malatyaspor
     1  Desconocido           Royal Excelsior Virton
     1  Desconocido           Skene IF
     1  Desconocido           Almudévar
     1  Desconocido           Huesca B
     1  Desconocido           Wrexham
     1  Desconocido           Krasnodar-2
     1  Desconocido           Busan Transportation Corporation
     1  Desconocido           Gangneung City
     1  Desconocido           Chuncheon FC
     1  Desconocido           Servette II
     1  Desconocido           Deltras
     1  Desconocido           Sriracha
     1  Desconocido           Chanthaburi
     1  Desconocido           Magwe
     1  Desconocido           Global Cebu
     1  Desconocido           Haiphong
     1  Desconocido           Persikab Bandung
     1  Desconocido           Sheikh Russel KC
     1  Desconocido           Chemelil Sugar
     1  Desconocido           Free State Stars
     1  Desconocido           AFC Ann Arbor
     1  Desconocido           Real Monarchs
     1  Desconocido           Stade d'Abidjan
     1  Desconocido           BSK Bijelo Brdo
     1  Desconocido           Mixto
     1  Desconocido           Rondonópolis
     1  Desconocido           Rio Verde
     1  Desconocido           Sorriso
     1  Desconocido           Luverdense
     1  Desconocido           Rio Claro
     1  Desconocido           Albirex Niigata
     1  Desconocido           Novorizontino
     1  Desconocido           Sport
     1  Desconocido           CRB
     1  Desconocido           Remo
     1  Desconocido           Grasshopper
     1  Desconocido           Hapoel Haifa
     1  Desconocido           Gamba Osaka U23
     1  Desconocido           Juniors OÖ
     1  Desconocido           Pau B
     1  Desconocido           Châteaubriant
     1  Desconocido           Clermont II
     1  Desconocido           Orléans B
     1  Desconocido           Al-Salmiya SC
     1  Desconocido           Stuttgarter Kickers II
     1  Desconocido           Unión Santa Fe
     1  Desconocido           Libertad
     1  Desconocido           Kristianstad
     1  Desconocido           Altrincham
     1  Desconocido           Margate
     1  Desconocido           Forfar Athletic
     1  Desconocido           Stevenage Borough
     1  Desconocido           Goole
     1  Desconocido           ItalChacao
     1  Desconocido           La Piedad
     1  Desconocido           Bachilleres                      | caps4  = 11 | goals4  = 3
     1  Desconocido           Maracaibo
     1  Desconocido           Deportivo Italia
     1  Desconocido           Real Esppor
     1  Desconocido           Deportivo Táchira
     1  Desconocido           Atlético Venezuela
     1  Desconocido           Atlántico FC
     1  Desconocido           Cacereño
     1  Desconocido           Alcalá
     1  Desconocido           Kozara Gradiška
     1  Desconocido           Mladost Lučani
     1  Desconocido           Shakhtyor Soligorsk
     1  Desconocido           Akhmat Grozny
     1  Desconocido           Avranches II
     1  Desconocido           FC Futura
     1  Desconocido           Los Angeles Blues
     1  Desconocido           Toronto III
     1  Desconocido           Toronto II
     1  Desconocido           Racing de Córdoba
     1  Desconocido           Stal Mielec
     1  Desconocido           Vire
     1  Desconocido           Bastia II
     1  Desconocido           Valenciennes II
     1  Desconocido           Poiré-sur-Vie
     1  Desconocido           Poiré-sur-Vie II
     1  Desconocido           Luçon
     1  Desconocido           Sintrense
     1  Desconocido           Benfica Castelo Branco
     1  Desconocido           Bourg-Péronnas
     1  Desconocido           Dakar Sacré-Cœur
     1  Desconocido           Auxerre II
     1  Desconocido           Abha
     1  Desconocido           Lausanne-Sport U21
     1  Desconocido           US Avranches
     1  Desconocido           Palestino
     1  Desconocido           Rouen
     1  Desconocido           AJ Auxerre
     1  Desconocido           Guangdong Mingtu
     1  Desconocido           Meizhou Hakka
     1  Desconocido           Francs Borains
     1  Desconocido           Mafra
     1  Desconocido           Lokomotiv Plovdiv
     1  Desconocido           FC United Zürich
     1  Desconocido           Hednesford Town
     1  Desconocido           New Mills
     1  Desconocido           Witton Albion
     1  Desconocido           Trafford
     1  Desconocido           Clitheroe
     1  Desconocido           B-SAD
     1  Desconocido           Cerezo Osaka U-23
     1  Desconocido           Foresta Suceava
     1  Desconocido           Chicó de Guayana
     1  Desconocido           Boyacá Chicó
     1  Desconocido           LALA
     1  Desconocido           Angostura FC
     1  Desconocido           Iwate Grulla Morioka
     1  Desconocido           Vegalta Sendai
     1  Desconocido           Roasso Kumamoto
     1  Desconocido           SC Sagamihara
     1  Desconocido           Hayabusa Eleven
     1  Desconocido           Simba SC
     1  Desconocido           TP Mazembe
     1  Desconocido           Torquay United
     1  Desconocido           Petrolul
     1  Desconocido           Kolkheti 1913
     1  Desconocido           Damac
     1  Desconocido           Umm Salal
     1  Desconocido           Al-Batin
     1  Desconocido           Mulhouse
     1  Desconocido           Al-Taraji
     1  Desconocido           Kom
     1  Desconocido           Rudar Pljevlja
     1  Desconocido           Nancy II
     1  Desconocido           Grazer AK
     1  Desconocido           Florgrade
     1  Desconocido           Pandurii
     1  Desconocido           Omonia
     1  Desconocido           1º Agosto
     1  Desconocido           Bruk-Bet Termalica
     1  Desconocido           FU Narbonne
     1  Desconocido           Béziers
     1  Desconocido           Imolese
     1  Desconocido           OFK Beograd
     1  Desconocido           Concarneau
     1  Desconocido           Stade Briochin
     1  Desconocido           Újpest II
     1  Desconocido           Vác
     1  Desconocido           St Johnstone
     1  Desconocido           Khor Fakkan
     1  Desconocido           WAFA
     1  Desconocido           Wolfsberger AC II
     1  Desconocido           Wellington Phoenix Reserves
     1  Desconocido           Lower Hutt
     1  Desconocido           Wellington Phoenix
     1  Desconocido           TPS
     1  Desconocido           ÅIFK
     1  Desconocido           Fabril
     1  Desconocido           Volta Redonda
     1  Desconocido           Poblense
     1  Desconocido           Serrano
     1  Desconocido           Sacrofano<ref>{{Cite web | title=Una leggenda in periferia: quando Garrincha giocò nel Sacrofano {{!}} Goal.com Italia | url=https://www.goal.com/it/notizie/leggenda-periferia-garrincha-sacrofano/1iy3dw5ig642mzsgzephv09il | access-date=2026-03-21 | website=www.goal.com}}</ref><ref>{{cite web | url=https://www.corriere.it/sport/20_dicembre_26/garrincha-sacrofano-quando-dio-calcio-scese-giocare-gli-umani-periferia-e01d0966-4457-11eb-850e-8c688b971ab0.shtml | title=Garrincha a Sacrofano, quando il dio del calcio scese a giocare con gli umani in periferia | date=26 December 2020 }}</ref>
     1  Desconocido           Olaria
     1  Desconocido           Santa Cruz
     1  Desconocido           Bunyodkor
     1  Desconocido           São Caetano
     1  Desconocido           Miami FC
     1  Desconocido           Querétaro
     1  Desconocido           União São João
     1  Desconocido           Toros Neza
     1  Desconocido           Kaizer Chiefs
     1  Desconocido           Portuguesa (VEN)
     1  Desconocido           Fast Clube
     1  Desconocido           Jorge Wilstermann
     1  Desconocido           9 de Octubre
     1  Desconocido           Tianjin Tianhai
     1  Desconocido           Sarmiento
     1  Desconocido           First Vienna
     1  Desconocido           St. Pölten
     1  Desconocido           Kremser SC
     1  Desconocido           Fernández Vial
     1  Desconocido           Pelita Jaya
     1  Desconocido           1861 Nördlingen
     1  Desconocido           MetroStars
     1  Desconocido           1. FC Herzogenaurach
     1  Desconocido           Orange County Blue Star
     1  Desconocido           Chemnitzer FC II
     1  Desconocido           FC 08 Homburg
     1  Desconocido           HSV Barmbek-Uhlenhorst
     1  Desconocido           Kickers Offenbach
     1  Desconocido           Sydney FC
     1  Desconocido           Al Ahli Dubai
     1  Desconocido           Nuorese
     1  Desconocido           Torres
     1  Desconocido           AlbinoLeffe
     1  Desconocido           Messina
     1  Desconocido           Tor di Quinto
     1  Desconocido           Marsala
     1  Desconocido           Fiorenzuola
     1  Desconocido           Lodigiani
     1  Desconocido           Baniyas
     1  Desconocido           Pune City
     1  Desconocido           US Marocaine
     1  Desconocido           Racing Paris
     1  Desconocido           INF Vichy
     1  Desconocido           JS Saint-Pierroise
     1  Desconocido           US Lège-Cap-Ferret
     1  Desconocido           Emirates
     1  Desconocido           Celaya
     1  Desconocido           Dorados
     1  Desconocido           Western Sydney Wanderers
     1  Desconocido           Waterford
     1  Desconocido           Newcastle KB United
     1  Desconocido           Perth Azzurri
     1  Desconocido           Blacktown City
     1  Desconocido           San Antonio Thunder
     1  Desconocido           Herning Fremad
     1  Desconocido           Eastern
     1  Desconocido           Carolina Lightnin'
     1  Desconocido           Gansu Tianma
     1  Desconocido           Boston United
     1  Desconocido           Royton Town
     1  Desconocido           Washington Diplomats
     1  Desconocido           HFC Haarlem
     1  Desconocido           Noordwijk
     1  Desconocido           Den Bosch
     1  Desconocido           FC Zwolle
     1  Desconocido           Sporting Lourenço Marques
     1  Desconocido           Boston Minutemen
     1  Desconocido           Toronto Metros-Croatia
     1  Desconocido           Las Vegas Quicksilvers
     1  Desconocido           União de Tomar
     1  Desconocido           New Jersey Americans
     1  Desconocido           Buffalo Stallions
     1  Desconocido           Fafe
     1  Desconocido           Salgueiros
     1  Desconocido           Santa Clara
     1  Desconocido           Operário
     1  Desconocido           Angrense
     1  Desconocido           Micaelense
     1  Desconocido           São Roque
     1  Desconocido           Wanderers
     1  Desconocido           Budapest Honvéd
     1  Desconocido           Jewish Guild
     1  Desconocido           Dunstable Town
     1  Desconocido           Cork Celtic
     1  Desconocido           Sea Bee
     1  Desconocido           Hong Kong Rangers
     1  Desconocido           Brisbane Lions
     1  Desconocido           Tobermore United
     1  Desconocido           Young Survivors
     1  Desconocido           Bong Range United
     1  Desconocido           Mighty Barrolle
     1  Desconocido           Invincible Eleven
     1  Desconocido           Africa Sports
     1  Desconocido           Tonnerre Yaoundé
     1  Desconocido           Phoenix Rising
     1  Desconocido           Sabail
     1  Desconocido           Bellmare Hiratsuka
     1  Desconocido           Kyoto Purple Sanga
     1  Desconocido           Cobh Ramblers
     1  Desconocido           KB
     1  Desconocido           Gladsaxe-Hero
     1  Desconocido           Hvidovre
     1  Desconocido           Råå IF
     1  Desconocido           Halmstad
     1  Desconocido           FC Yuri Gagarin
     1  Desconocido           Hebros Harmanli
     1  Desconocido           Škoda Plzeň
     1  Desconocido           Borussia Neunkirchen
     1  Desconocido           Durgapur Vox Champions
     1  Desconocido           Yokohama FC
     1  Desconocido           FC Constanța
     1  Desconocido           Sportul Studențesc
     1  Desconocido           Steaua București
     1  Desconocido           Unión Magdalena
     1  Desconocido           Real Valladolid
     1  Desconocido           Miami Fusion
     1  Desconocido           Cobresal
     1  Desconocido           Cobreandino
     1  Desconocido           Qingdao Huanghai
     1  Desconocido           Tallinna Kalev Juunior
     1  Desconocido           Reipas
     1  Desconocido           Kerala Blasters
     1  Desconocido           Brandsen
     1  Desconocido           Estudiantes Río Cuarto
     1  Desconocido           es
     1  Desconocido           Leça
     1  Desconocido           Chmel Blšany
     1  Desconocido           Marathón
     1  Desconocido           Tigres
     1  Desconocido           Parrillas One
     1  Desconocido           Miami United
     1  Desconocido           España Industrial
     1  Desconocido           Pumas UNAM
     1  Desconocido           Atlante
     1  Desconocido           Stahl Linz
     1  Desconocido           Dallas Burn
     1  Desconocido           Atlético Celaya
     1  Desconocido           California Surf
     1  Desconocido           Goa
     1  Desconocido           ASEC Mimosas
     1  Desconocido           Al-Mokawloon
     1  Desconocido           Delta Warsaw
     1  Desconocido           Znicz Pruszków II
     1  Desconocido           Lanceros Boyacá
     1  Desconocido           Quimper
     1  Desconocido           Penafiel
     1  Desconocido           Cobreloa
     1  Desconocido           Consadole Sapporo
     1  Desconocido           Panserraikos
     1  Desconocido           Joinville
     1  Desconocido           Shandong Luneng
     1  Desconocido           Dalian Professional
     1  Desconocido           RSC Hamsik Academy
     1  Desconocido           Atlético Dallas
     1  Desconocido           Caracas
     1  Desconocido           CF Montréal
     1  Desconocido           Cavese
     1  Desconocido           Eendracht Aalst
     1  Desconocido           Charlotte FC
     1  Desconocido           Pão de Açúcar
     1  Desconocido           Vilnius
     1  Desconocido           ŁKS Łódź
     1  Desconocido           Bragantino
     1  Desconocido           Coimbra
     1  Desconocido           Nordstern Basel
     1  Desconocido           AS Frenzi
     1  Desconocido           Roeselare
     1  Desconocido           Næsby
     1  Desconocido           HB Køge
     1  Desconocido           Olímpia
     1  Desconocido           Fernandópolis
     1  Desconocido           Inter de Lages
     1  Desconocido           Mirassol
     1  Desconocido           Taubaté
     1  Desconocido           Barretos
     1  Desconocido           EC São Bernardo
     1  Desconocido           Boa Esporte
     1  Desconocido           São Bernardo FC
     1  Desconocido           Água Santa
     1  Desconocido           Hødd
     1  Desconocido           Sion B
     1  Desconocido           Västerås IK
     1  Desconocido           Mazatlán
     1  Desconocido           Chicago Fire II
     1  Desconocido           CFZ
     1  Desconocido           Duque de Caxias
     1  Desconocido           Bangu
     1  Desconocido           Sioni Bolnisi
     1  Desconocido           FC Amirani
     1  Desconocido           Yeni Altındağ Belediyespor
     1  Desconocido           Liria Prizren
     1  Desconocido           Teuta
     1  Desconocido           Besa Kavajë
     1  Desconocido           Giresunspor
     1  Desconocido           Aktobe
     1  Desconocido           Grêmio Barueri
     1  Desconocido           Santa Ana
     1  Desconocido           Sambonifacese
     1  Desconocido           Fátima
     1  Desconocido           Wydad AC
     1  Desconocido           UJA Alfortville
     1  Desconocido           Sepahan
     1  Desconocido           Sakaryaspor
     1  Desconocido           Pegaso B | caps1 = | goals1 =
     1  Desconocido           Galáctico Pegaso
     1  Desconocido           Socuéllamos
     1  Desconocido           Al-Wakrah
     1  Desconocido           Universidad de Chile
     1  Desconocido           Petržalka
     1  Desconocido           Spartak Trnava
     1  Desconocido           Dynamo České Budějovice
     1  Desconocido           Venados
     1  Desconocido           Lobos BUAP
     1  Desconocido           Trindade
     1  Desconocido           Grêmio Anápolis
     1  Desconocido           Stalybridge Celtic
     1  Desconocido           Dynamo Stavropol
     1  Desconocido           Rotor-2 Volgograd
     1  Desconocido           Ural Yekaterinburg
     1  Desconocido           Ararat Moscow
     1  Desconocido           Znamya Noginsk
     1  Desconocido           İzmirspor
     1  Desconocido           Concordia Basel
     1  Desconocido           Bellinzona
     1  Desconocido           Marsonia
     1  Desconocido           NK Zagreb
     1  Desconocido           Krylia Sovetov-SOK
     1  Desconocido           Al-Ittifaq
     1  Desconocido           Lumezzane
     1  Desconocido           AEL
     1  Desconocido           Kavala
     1  Desconocido           Jong Sparta
     1  Desconocido           Dijon B
     1  Desconocido           Dalian Yifang
     1  Desconocido           Alavés
     1  Desconocido           San Isidro
     1  Desconocido           Dalian Aerbin
     1  Desconocido           El Jaish
     1  Desconocido           İstanbul BB
     1  Desconocido           Debrecen
     1  Desconocido           Tianjin Quanjian
     1  Desconocido           Liberty Professionals
     1  Desconocido           Kayserispor
     1  Desconocido           NorthEast United
     1  Desconocido           Legon Cities
     1  Desconocido           Emelec
     1  Desconocido           Krasava ENY Ypsonas
     1  Desconocido           Akron Tolyatti
     1  Desconocido           Køge
     1  Desconocido           SV Türk Gücü München
     1  Desconocido           Kuşadasıspor
     1  Desconocido           Samsunspor
     1  Desconocido           MKE Ankaragücü
     1  Desconocido           ASC Diaraf
     1  Desconocido           Vevey
     1  Desconocido           Lebowski
     1  Desconocido           Atlético Catarinense
     1  Desconocido           Udinese
     1  Desconocido           Atalanta
     1  Desconocido           Heracles
     0  Desconocido           | clubnumber =
     0  Desconocido           Democrata–SL
     0  Desconocido           Operário–MS
     0  Desconocido           Desportiva Ferroviária
     0  Desconocido           São José
     0  Desconocido           | youthyears1 =
     0  Desconocido           | youthyears1   = | youthclubs1 =
     0  Desconocido           Grêmio Catanduvense
     0  Desconocido           Paraná
     0  Desconocido           Busan IPark
     0  Desconocido           Jaraguá
     0  Desconocido           Goianésia
     0  Desconocido           UAT
     0  Desconocido           Boston Breakers
     0  Desconocido           | years1 = 1993–1994
     0  Desconocido           Nordsjælland U19
     0  Desconocido           Steadfast
     0  Desconocido           Dreams
     0  Desconocido           | youthyears1 = {{0|0000}}–1998
     0  Desconocido           Vllaznia
     0  Desconocido           Vllaznia B
     0  Desconocido           Egnatia
     0  Desconocido           Timor-Leste
     0  Desconocido           Tuttocuoio
     0  Desconocido           Giana Erminio
     0  Desconocido           Genoa U20
     0  Desconocido           Gimnasia LP
     0  Desconocido           Ponte San Pietro
     0  Desconocido           Tritium
     0  Desconocido           Virtus Verona
     0  Desconocido           Midfielder
     0  Desconocido           Perth Glory NPL
     0  Desconocido           Chrobry Głogów
     0  Desconocido           Pistoiese
     0  Desconocido           Real de Banjul
     0  Desconocido           Pohronie
     0  Desconocido           FSV Frankfurt II
     0  Desconocido           | youthyears1 = 1997–1999
     0  Desconocido           Türkgücü München
     0  Desconocido           St. Gallen B
     0  Desconocido           Roda JC
     0  Desconocido           Austria Lustenau
     0  Desconocido           SpVgg Greuther Fürth II
     0  Desconocido           SpVgg Greuther Fürth
     0  Desconocido           SC Paderborn 07
     0  Desconocido           SpVgg Unterhaching
     0  Desconocido           SV Rödinghausen
     0  Desconocido           VfB Lübeck
     0  Desconocido           Skive IK
     0  Desconocido           Lyngby BK
     0  Desconocido           Sandefjord
     0  Desconocido           KFC Uerdingen
     0  Desconocido           Viborg
     0  Desconocido           ZFC Meuselwitz
     0  Desconocido           | clubnumber = 3
     0  Desconocido           Heidenheim
     0  Desconocido           Union Saint-Gilloise
     0  Desconocido           Rotenburger SV
     0  Desconocido           Würzburger Kickers II
     0  Desconocido           Atlético Baleares
     0  Desconocido           Hansa Rostock II
     0  Desconocido           Mazur Karczew
     0  Desconocido           Górnik Łęczna
     0  Desconocido           Paide Linnameeskond
     0  Desconocido           SCR Altach
     0  Desconocido           Jonsereds IF
     0  Desconocido           Sävedalens IF
     0  Desconocido           FC Versailles 78
     0  Desconocido           FK Marila Příbram
     0  Desconocido           FK SIAD Most
     0  Desconocido           FK Mladá Boleslav
     0  Desconocido           JS Kairouan
     0  Desconocido           Stade Tunisien
     0  Desconocido           Boulogne II
     0  Desconocido           Athlético Marseille
     0  Desconocido           Villefranche
     0  Desconocido           Evian II
     0  Desconocido           | youthyears1         = {{0|000}}?–1996
     0  Desconocido           Farul Constanța
     0  Desconocido           | youthyears1 = 1988–1991
     0  Desconocido           | youthyears1 = 1981
     0  Desconocido           Brazil
     0  Desconocido           | youthyears1 = 1958–1962
     0  Desconocido           | youthyears1 = 1996–2002
     0  Desconocido           | youthyears1 = 1990
     0  Desconocido           Barcelona U19
     0  Desconocido           | youthyears1 = 1987–1989
     0  Desconocido           Ourense
     0  Desconocido           | youthyears1 = 1971–1979
     0  Desconocido           | youthyears1 = 1983–1988
     0  Desconocido           | youthyears1 = 1989–1995
     0  Desconocido           Forward
     0  Desconocido           Germany
     0  Desconocido           | youthyears1 = {{0|0000}}–1974
     0  Desconocido           | youthyears1 = 1983–1985
     0  Desconocido           Uzbekistan
     0  Desconocido           | youthyears1 = 1991–1995
     0  Desconocido           Dubai United
     0  Desconocido           | youthyears1 = 1980–1983
     0  Desconocido           | youthyears1 = 1992–1994
     0  Desconocido           | youthyears1 = 1972–1977
     0  Desconocido           | youthyears1        = 1990–1991 |youthclubs1 = Officine Meccaniche Frignanesi
     0  Desconocido           | youthyears1 = 1981–1982
     0  Desconocido           | youthyears1 = 1983–1989
     0  Desconocido           | youthyears1 = 1984–1986
     0  Desconocido           | youthyears1 = 1976–1978
     0  Desconocido           Slough Town
     0  Desconocido           Beaconsfield SYCOB
     0  Desconocido           Northwood
     0  Desconocido           Aylesbury United
     0  Desconocido           Maidenhead United
     0  Desconocido           Kingstonian
     0  Desconocido           Walton Casuals
     0  Desconocido           Burnham
     0  Desconocido           Eton Wick
     0  Desconocido           | youthyears1 = 1977–1984
     0  Desconocido           | youthyears1 = 1983–1993
     0  Desconocido           | youthyears1 = 1969–1978
     0  Desconocido           | youthyears1 = 1989–1990
     0  Desconocido           Gulf United
     0  Desconocido           | youthyears1 = 1991–1999
     0  Desconocido           Vélez
     0  Desconocido           | youthyears1 = 1981–1984
     0  Desconocido           | youthyears1 = 1989–1998
     0  Desconocido           | youthyears1 = 1992–1995
     0  Desconocido           | youthyears1 = 1988–1989
     0  Desconocido           Marine
     0  Desconocido           | youthyears1 = 1970–1971
     0  Desconocido           | youthyears1 = 1981–1986
     0  Desconocido           Esteghlal Tehran
     0  Desconocido           | youthyears1 = 1980–1985
     0  Desconocido           | youthyears1 = {{0|0000}}–1973
     0  Desconocido           | youthyears1 = 1988–1999
     0  Desconocido           | youthyears1 = 1987–1993
     0  Desconocido           | youthyears1 = 1983–1984
     0  Desconocido           Centre-back
     0  Desconocido           | youthyears1 = 1978–1987
     0  Desconocido           | youthyears1 = 1990–1991
     0  Desconocido           | youthyears1 = 1999
     0  Desconocido           Rockmount
     0  Desconocido           | youthyears1 = 1971–1973
     0  Desconocido           Høje-Gladsaxe
     0  Desconocido           | youthyears1 = 1977–1988
     0  Desconocido           | youthyears1 = 1982–1994
     0  Desconocido           | youthyears1 = 1976–1981
     0  Desconocido           | youthyears1        = 1986–1988 |youthclubs1 = ČKD Kompresory Prague
     0  Desconocido           Japan
     0  Desconocido           | youthyears1 = 1986–1993
     0  Desconocido           | youthyears1 = 1991–1998
     0  Desconocido           Argentina
     0  Desconocido           Portugal
     0  Desconocido           | youthyears1 = 1991–1997
     0  Desconocido           Mexico
     0  Desconocido           | youthyears1 = 1995–2001
     0  Desconocido           | youthyears1 = 1992–1997
     0  Desconocido           | youthyears1 = 1980–1989
     0  Desconocido           Slovakia
     0  Desconocido           | youthyears1 = 2002–2005
     0  Desconocido           | youthyears1 = 1996–1998
     0  Desconocido           Bayern Munich U17
     0  Desconocido           | youthyears1 = 2007–2009
     0  Desconocido           Sonseca
     0  Desconocido           Rodina-2 Moscow
     0  Desconocido           Striker
     0  Desconocido           | youthyears1 = 1990–1998
     0  Desconocido           | youthyears1 = 1992–1996
     0  Desconocido           | youthyears1 = |youthclubs1 = Rosenhøj BK
     0  Desconocido           | youthyears1 = 1995–1999
     0  Desconocido           | youthyears1 = 1994–2002
     0  Desconocido           Kelme
     0  Desconocido           | youthyears1 = 1995–1997
     0  Desconocido           | youthyears1 = 1993–1998 | youthclubs1 = US Fontenay-sous-Bois
     0  Desconocido           | youthclubs1 = Ludwigshafener SC
     0  Desconocido           | youthyears1 = 1984–1985
     0  Desconocido           | youthyears1 = {{0|0000}}–1989
     0  Desconocido           | youthyears1 = 1995–1997 | youthclubs1 = Villa Rosa
     0  Desconocido           Antiguoko
     0  Desconocido           Txantrea
